"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","program_ids","dataset","first_seen","last_seen","last_change"
"my-ale-b32a278d8f81ece9992848c9903f4c45fccc2a90","LegalEntity","Ace Global Sales & Services","","","","","","2013-04-02","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b3f404b6f53e7fb8e6aef73f6b53e1c1e4746910","LegalEntity","Inter Pasicfic Soyy Enterprise","","","","","","2015-04-10","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b40eb76244f39650d5a23cefd673a352cdc2ec4c","LegalEntity","Euro Trade (M) Co","","","","","","2021-03-15","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b4b17360c886f50fde15857a8002379ce0d3101d","LegalEntity","WMS Capital Ltd (Labuan)","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b4e9b3ff37f6064b810a4658066ee652fa9a0ece","LegalEntity","i-Rakyat Trade","","","","","","2020-06-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b5512d7163a373dd7480c2be7c1822a7e366365e","LegalEntity","TF International W1212 KL Team","","","","","","2017-06-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b61d627cb840cd2a31f31b6d45e7310110ef4e76","LegalEntity","SFX Management (KT0339697-V)","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b663b58938c7237039584d54d142491270f532ef","LegalEntity","Pelaburan Berdaya","","","","","","2023-12-06","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b67d533d780550d5ef9bd508a0c2b905f52d7fc6","LegalEntity","Noor Investment Scheme Malaysia (not related to Noor Investment in Kuwait)","","","","","","2021-10-15","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b69408ddde340bed3d66ab72a4d61f3ce13ad7f6","LegalEntity","Omega Pinnacle Ltd (Labuan)","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b82b9485a5a86795b24bc15c1ddd8350324f8de9","LegalEntity","I3 Investor/I3 Trust Holdings (Potential Clone Entity)","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-b83be96e6416f789c8d22ab85a66521e3ab82c6e","LegalEntity","Royale Team Groups","","","","","","2013-05-02","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b890dce0fe16eb68f3a809854417f3e8a6fc6237","LegalEntity","Zness.com","","","","","","2013-09-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b8aadc380a56f7b59944e9f7c1ef120e429d2cc0","LegalEntity","Megah Mewah Trading (SA0295909-A)","","","","","","2014-10-20","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b8c75a13a2c2ba7ffd4f3c83528d201819fcb35a","LegalEntity","OCI Venture Sdn Bhd (1039926H)","","","","","","2015-12-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b94dc9b1077204f6f06ef149400045614d1cbaa2","LegalEntity","Real Ingenious Sdn Bhd (926598-U)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-bb39a46651b3599dd5d245ce0f8c5c0f24409925","LegalEntity","Rezeki Baidu (Facebook page)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-bb41f269b0760b0b531702f346004191916d2176","LegalEntity","Meccafund Family Malaysia","","","","","","2014-04-04","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-bc1273fffb7ff248603c484d82cb7c31d5014441","LegalEntity","TF International Group","","","","","","2017-06-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-bc3bf0361af4eb91f9e2ec6c285bef0394c30b61","LegalEntity","Ecofuturefund","","","","","","2013-09-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-bda5a2836ef026e30d7bb29b11c7ba931704d2ea","LegalEntity","Pegasus Bullion","","","","","","2014-04-04","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-bdc91319bc91a023f5ccd742cebe28e4029d1622","LegalEntity","IPG Capital","","","","","","2018-04-24","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-bead41baae70a5a75eac49eda0bf77f0e49ecf68","LegalEntity","Maza Network Sdn Bhd (1006389-H)","","","","","","2013-11-12","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-beb8148b25283db905b1a783ee62eb0b4abd28a1","LegalEntity","Ajuwah Consultancy","","","","","","2015-05-21","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-bee2ad263e567cea6ba635064400cca4ca044218","LegalEntity","RM20segera.com","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-bf77e39ac054b744c4146b858b0211d42e8516a7","LegalEntity","Vanguard Financial Services","","","","","","2021-08-06","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-bf8d0357ed1b33154a99a57a6a3079e87fb5651c","LegalEntity","Ecobit","","","","","","2017-06-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-bfcf249a387d7231e3a22617ba862da8ffea399b","LegalEntity","JTGold","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-bff88ca162207ca7cd550764cbcd9043d208d003","LegalEntity","ZEMC Sdn Bhd (1216874-A)","","","","","","2017-06-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c01bd296b9f05479d7af02ad0a19a290f5030b4a","LegalEntity","NGR Asia Group Sdn Bhd (1138129-M)","","","","","","2017-06-29","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c039f8cb74e06ed7a13f51aa594d559be52d780a","LegalEntity","TG Reliance Sdn Bhd (1086255-A)","","","","","","2015-09-01","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c0dce24fea7604b5bca6e90ed082a68f0df4b38c","LegalEntity","Classic FX Venture","","","","","","2017-07-31","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c11a01b21b4aa3965ba1c46c7145833974e30615","LegalEntity","Rowther Technologies MSC Sdn Bhd (727979-T)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c14568ab8b2ac7e2602e515187a81d01a62edbc4","LegalEntity","Holiday Express Asia","","","","","","2013-09-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c1a8f526c83620c8dc3744e3eb2fe52e1e80f10e","LegalEntity","MMM Malaysia","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c1ce313e59febc095ceb52b709dba1b69cd658f7","LegalEntity","Rezeki Amanah Invest","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-c2195d24d5a8c6bdf315a462a49e4af948621511","LegalEntity","BSG- Buat.Simpan.Ganda","","","","","","2017-12-06","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c29e996c5a7c6f4c7fc991f429951f9aa7bee9a5","LegalEntity","Quantum Capital Program","","","","","","2014-12-30","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c385fe23b569fa0d4315de19b59aff25ebf18729","LegalEntity","New Tycoon Plus","","","","","","2021-01-29","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c3bf1b49b5e011a32c27a47d06e9f94b10f5fa5a","LegalEntity","Millenium Capital Trading","","","","","","2023-12-06","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c47541eeaa3b255427e1489b2119d1b5707be2c2","LegalEntity","Fokiyoks","","","","","","2025-03-28","","","","Malaysia Financial Consumer Alert List","2025-03-29T20:56:05","2026-09-12T20:56:02","2025-03-29T20:56:05"
"my-ale-c4cd2137cf12b3029187d93b134465ac082e7537","LegalEntity","Westrank Equity Sdn Bhd (1046449-A)","","","","","","2013-09-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c5959caf7d8cdc198826f8b8364d31cafa160d70","LegalEntity","Monies Bank","","","","","","2021-08-06","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c602f8cbca1b3195df790f25ac3fac9b0cd268f1","LegalEntity","Project Tebus Nilai IQD Investment Scheme","","","","","","2018-08-06","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c62f31a1ab08dff49fcba81a48a837de5b191389","LegalEntity","Syarikat GECS Ltd","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c63efec211fa9bcd992b97107bf8e6c1e11a4377","LegalEntity","Verger Management Services","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c68786ac40280a36cf829a7d7b461c619373f0cd","LegalEntity","AHAM CAPITAL ASSET MANAGEMENT (Potential Clone Entity) Setia Capital Trading","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-c6998736f1529c07d1ba4207100873ab6b818c8e","LegalEntity","Slimberry Extreme Team","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c69ba7b3ed624f5e6159b198c59ef9be90675667","LegalEntity","Munics Bank","","","","","","2021-08-06","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c6f3d648d54c41ae7db0c3d268ab8e8e1d840178","LegalEntity","The Arabic Way","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-c7c7ca6f5e549a34f4c64e4ac150fe29a918f697","LegalEntity","Kewangan Bursa PHILIP MUTUAL BERHAD 210 (potential clone entity)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-c88edf0b754f9d43886e8b58dcfffd090eeef04f","LegalEntity","International Global Traders Hap Seng Consolidate Berhad (potential clone entity)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-08-28T20:56:03","2026-09-12T20:56:02","2025-08-28T20:56:03"
"my-ale-c8dd95ef2a249ee5ffb00869b07acac24085ce16","LegalEntity","Mtrade Royal Investment Scheme","","","","","","2020-02-07","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c8e00e6feaf11b221d192577125712c5a9e1fe7d","LegalEntity","Ascada Kiraana Sdn Bhd (1225011A)","","","","","","2017-12-06","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-c9da7e8ccc07c02d99e4ea6ec62c9a4f5ce7b7a5","LegalEntity","Infinity Star International Sdn Bhd (851864-T)","","","","","","2013-09-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-cb6ca94793145502ac6fd4673aa8b52506740d3b","LegalEntity","Halal Intan Capital MIDF Investment (potential clone entity)","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-cb89457925232b9c80f2516ad2585d2bb51c67f0","LegalEntity","Trader Rezeki Harian (Facebook page)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-cc1e59d20e49e0aacb832715a3ef21ec4ed248ba","LegalEntity","Ahmad Zulkhairi Associates PLT (LLP0009065)","","","","","","2017-06-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-cc23502aa829c62b690e094939927db2cf487b63","LegalEntity","Pelaburan Saham Syariah (Facebook page)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-cc42f80e2c35432526496094325deaa73094eadb","LegalEntity","Doo Prime Malaysia Berhad Investment Scheme","","","","","","2021-03-15","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-cd2e6a1e6fd13192d26ecca9b57df94d5d115b0a","LegalEntity","Perubatan Islam Seiring Syariat Al-Ikhlas","","","","","","2013-07-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-cd7359310f88e69f63bf2447ae06c155c8868822","LegalEntity","TXCD Capital Webull Securities (potential clone entity)","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-cdb03d2dfc72a90f666f2d9fc67da932ed6ae263","LegalEntity","Kapital Rezeki Finwealth Group 107 (potential clone entity)","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-ce50ae6259c60f877e8721465f25390758be94db","LegalEntity","Rejab Trading (TR0115248-A)","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-cec5e213116717d12eedfc2452bbf9c9350c6168","LegalEntity","Trade Like Maza","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-cfe50845e3d79a5812ebda7df3972b53bb6d4948","LegalEntity","GCMAsia","","","","","","2018-01-17","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-cffbaabb657cb4c97a6c76a66ed2d31a011111f6","LegalEntity","Pancar Mayang Sdn Bhd (527196-H)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d00a1d8da6820114c74e506a31c65a1791b51400","LegalEntity","HF Markets HF Markets (SV) Pty Ltd","","","","","","2024-06-24","","","","Malaysia Financial Consumer Alert List","2024-06-24T12:40:33","2026-09-12T20:56:02","2024-06-24T12:40:33"
"my-ale-d06e09ba1b74f9ab150b7368d2b0f1b8b72cc77e","LegalEntity","SJ Securities Sdn Bhd (potential clone entity) MyGlobalTraders","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-08-28T20:56:03","2026-09-12T20:56:02","2025-08-28T20:56:03"
"my-ale-d151dd5e38a8d2d6f5697780dc554c9ea0b2339c","LegalEntity","Pastikan Berjaya EASI WEALTH 603","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-d2e704a5696d42e7e71fbb8ca2397d7374d9c3d5","LegalEntity","Century Dynasty Resources Sdn Bhd (980031-K)","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d3128d92e1f9a52fa7aa3c4e1efc66862ddec29d","LegalEntity","Etoro Investment","","","","","","2024-06-24","","","","Malaysia Financial Consumer Alert List","2024-06-24T12:40:33","2026-09-12T20:56:02","2024-06-24T12:40:33"
"my-ale-d36bf7190fe67d7f4b37b08c40112ec060494060","LegalEntity","Toga Capital Sdn Bhd (1132072-MD)","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d3bf58aa2d4e1cabeee609efc12b3b3be8cbaa33","LegalEntity","Marco Robinson Sdn Bhd","","","","","","2017-05-17","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d460204fb342ca5ae3a59ff324170408b44f4a5a","LegalEntity","Zill Akasha Gemilang Enterprise","","","","","","2015-04-10","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d498491bcc5394672d61c18980c89e0a0b2ff788","LegalEntity","GGF Golden House Sdn Bhd (803753-W)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d5c08facd4d4284cf12865bcbadbbc6699c35b9d","LegalEntity","Dollar Master","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-d5fa08608c8ef1308544b6efd7c2c4bef36e3de0","LegalEntity","Jihadfarisha Ventures","","","","","","2017-05-17","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d60061b5a1c137829b6e9df008b59411a76993c7","LegalEntity","Berkat FD Sdn Bhd","","","","","","2017-05-17","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d64a01186f3d052472b6b6b52fa0e5325cdc5b8f","LegalEntity","AE Group Holding Pte. Ltd. (201322498-D)","","","","","","2015-05-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d6b6e0cab9102b4cf641176f1f137f253d07f1b5","LegalEntity","Ashnik Trading (002369914-W)","","","","","","2015-12-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d72d41612dc83edb3c3ddf86b07d224fe6be1bda","LegalEntity","My Cameron Hills Sdn Bhd","","","","","","2015-05-21","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d82939e1dbbec0aebcd6d31038f194a594240aab","LegalEntity","Tü-E Capital Berhad (806096-H)","","","","","","2018-03-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d851ab9a00962e2b1083dce37c0f6975f48f8ce1","LegalEntity","Hexa Commerce Sdn Bhd (645798-X)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d87e24878647d67fb4d216b2134775ffb009ee42","LegalEntity","World Dirham Berhad (970807-X)","","","","","","2013-07-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d90e70d8cebb960b6d6a13f11c663e0a36b3605f","LegalEntity","Sri Perkasa Emas Trading","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d96e31a2a8855d98276a0170b06e26b068b17e91","LegalEntity","Qinur Enterprise","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d971b3abcd38b1ce25f6312267c77dee8c14252b","LegalEntity","HEA Teguh","","","","","","2013-09-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-d99bd6b006b22f4af2df3ddd29f4dd71c2f51afd","LegalEntity","Mface International Sdn Bhd (978203-V)","","","","","","2017-05-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-da61a5f1d6fc5cf177fd5f5d8994298984320e61","LegalEntity","Rich World Revolution (RWR)","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-dafbca23c3b828308303163359aadaed2f582f04","LegalEntity","Climate Protectors Sdn. Bhd","","","","","","2017-06-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-db2c12ba000f4bfac7b56bd17bab2dda84e1b5d0","LegalEntity","TF International Group (MY)","","","","","","2017-06-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-db4a7658b314136869f1af91df4ded09be791b84","LegalEntity","Coin Enterprise Ltd","","","","","","2017-06-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-db612482cb9203dfcc283b3bee633955e458e691","LegalEntity","BelleoFX Academy","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-db9a710903135132e3559a78bf63da43762c366d","LegalEntity","Celik Emas Enterprise (0021517795-K)","","","","","","2015-05-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-dbdfed5f63ebb008dfb5597cae9a95a1fc366dfb","LegalEntity","Orion Prokasih (M) Sdn Bhd","","","","","","2015-04-10","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-dc2c8ef941830724a291a444d4c48fe932333f29","LegalEntity","MH Secret Wealth Enterprise (NS0122059A)","","","","","","2015-05-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-dc8585d0f7ce9f1f2a5af9f965d1f3c65041627b","LegalEntity","Ostim Academy (002443002-A)","","","","","","2016-02-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-dcaa7748218f7656cfa4ca37013bea6a4d98d265","LegalEntity","Amanah Impian Capital","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-dcbabb16073067553725d0ab2f5029261359ee63","LegalEntity","CybertrustFX","","","","","","2013-07-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-dcfaf78a2913b983056860a45310844d60855194","LegalEntity","Exness Executive Management","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-dd42af0f34ee5f77ef6b9f7d68c8482ce2a0c587","LegalEntity","Kilauan Padu Services Sdn Bhd (KPSSB) (657711-X)","","","","","","2017-06-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-dd7da0f5872db2a7eaab2394d203ad1803c4b16a","LegalEntity","Build Rich Mining Group Bhd (1006586-T)","","","","","","2013-03-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-ddc7d27c38c6502113ad8524cd50bbf0363770d2","LegalEntity","Forexnova","","","","","","2017-07-31","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-ddc822bc3b78b95dd9150cc9e7cc11ed3f77c838","LegalEntity","Projek Duit 2012","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-de4837884ca59256395b6cc39d1d0a6e495bea6b","LegalEntity","Tanjung Trading (TR0123942-W)","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-dfabfb11dabfadfd140239261d6ffe73bb4bd8af","LegalEntity","Greenmillion Agrosolution Enterprise","","","","","","2012-09-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-e07b3a71602f703cc4c8ec262ba176d49b119df8","LegalEntity","Nory Motor (TR0023237-H)","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
